ticker,cik,filing_date,filing_year,word_count,total_ai_keywords,ai_intensity,artificial intelligence,machine learning,deep learning,neural network,natural language processing,computer vision,generative ai,large language model,chatgpt,automation,algorithmic,predictive analytics,data science,ai-powered,ai-driven,intelligent automation
CAT,0000018230,2020-02-19,2020,98785,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAT,0000018230,2019-02-14,2019,95190,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBOE,0001374310,2025-02-21,2025,101369,6,0.5918969310144127,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0
CBOE,0001374310,2024-02-16,2024,115469,6,0.5196199845846071,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0
CBOE,0001374310,2023-02-17,2023,110097,1,0.09082899624876245,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CBOE,0001374310,2022-02-18,2022,97258,1,0.10281930535277303,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CBOE,0001374310,2021-02-19,2021,95788,1,0.10439721050653526,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CBOE,0001374310,2020-02-21,2020,81899,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBOE,0001374310,2019-02-22,2019,87128,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBOE,0001374310,2018-02-22,2018,85614,1,0.1168033265587404,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CBRE,0001138118,2025-02-14,2025,70921,3,0.423005879781729,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CBRE,0001138118,2024-02-20,2024,70027,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBRE,0001138118,2023-02-27,2023,74429,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBRE,0001138118,2022-03-01,2022,73479,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBRE,0001138118,2021-02-24,2021,74345,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBRE,0001138118,2020-03-02,2020,90479,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBRE,0001138118,2019-03-01,2019,88766,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBRE,0001138118,2018-03-01,2018,84343,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CDW,0001402057,2025-02-21,2025,48118,13,2.701691674633193,10,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0
CDW,0001402057,2024-02-26,2024,47103,4,0.849202810861304,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CDW,0001402057,2023-02-24,2023,47124,2,0.4244121891180715,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CDW,0001402057,2022-02-28,2022,50267,3,0.5968130184813099,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CDW,0001402057,2021-02-26,2021,50415,2,0.39670732916790635,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CDW,0001402057,2020-02-28,2020,54724,2,0.3654703603537753,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CDW,0001402057,2019-02-27,2019,61348,2,0.32600899784834064,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CDW,0001402057,2018-03-01,2018,64156,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COR,0001140859,2025-11-25,2025,62689,7,1.1166233310469142,4,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0
COR,0001140859,2024-11-26,2024,60370,3,0.4969355640218652,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
COR,0001140859,2023-11-21,2023,60100,3,0.49916805324459235,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
COR,0001140859,2022-11-22,2022,64071,2,0.31215370448408797,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
COR,0001140859,2021-11-23,2021,63477,2,0.31507475148478975,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
COR,0001140859,2020-11-19,2020,62786,2,0.31854235020545985,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
COR,0001140859,2019-11-19,2019,63105,2,0.31693209729815386,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
COR,0001140859,2018-11-20,2018,61668,3,0.4864759680871765,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
CNC,0001071739,2025-02-18,2025,70272,24,3.4153005464480874,20,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0
CNC,0001071739,2024-02-20,2024,71204,1,0.14044154822762767,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNC,0001071739,2023-02-21,2023,66268,1,0.15090239633005373,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNC,0001071739,2022-02-22,2022,71300,4,0.5610098176718092,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNC,0001071739,2021-02-22,2021,72169,3,0.415690947636797,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNC,0001071739,2020-02-18,2020,71980,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNC,0001071739,2019-02-19,2019,67120,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNP,0001130310,2025-02-20,2025,131892,6,0.4549176599035575,2,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0
CNP,0001130310,2024-02-20,2024,127678,5,0.3916101442691772,2,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0
CNP,0001130310,2023-02-17,2023,127551,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNP,0001130310,2022-02-22,2022,127996,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNP,0001130310,2021-02-25,2021,138861,1,0.07201446050366914,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CNP,0001130310,2020-02-27,2020,147766,1,0.06767456654440128,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CNP,0001130310,2019-02-28,2019,110592,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNP,0001130310,2018-02-22,2018,85257,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CF,0001324404,2025-02-20,2025,81034,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CF,0001324404,2024-02-22,2024,84919,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CF,0001324404,2023-02-23,2023,84252,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CF,0001324404,2022-02-24,2022,83001,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CF,0001324404,2021-02-24,2021,80924,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CF,0001324404,2020-02-24,2020,90335,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CF,0001324404,2019-02-22,2019,90787,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CF,0001324404,2018-02-22,2018,93181,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRL,0001100682,2025-02-19,2025,75633,6,0.793304509936139,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CRL,0001100682,2024-02-14,2024,73661,2,0.2715140983695578,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CRL,0001100682,2023-02-22,2023,70571,1,0.14170126539229994,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRL,0001100682,2022-02-16,2022,75337,3,0.3982107065585303,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRL,0001100682,2021-02-17,2021,74032,1,0.13507672357899286,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRL,0001100682,2020-02-11,2020,73799,3,0.40650957330045123,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRL,0001100682,2019-02-13,2019,65434,2,0.3056514961640737,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRL,0001100682,2018-02-13,2018,62832,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCHW,0000316709,2025-02-26,2025,95615,2,0.20917220101448517,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCHW,0000316709,2024-02-23,2024,95853,1,0.10432641649191991,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCHW,0000316709,2023-02-24,2023,90088,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCHW,0000316709,2022-02-24,2022,84349,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCHW,0000316709,2021-02-24,2021,86728,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHTR,0001091667,2026-01-30,2026,78201,3,0.38362680784133196,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHTR,0001091667,2025-01-31,2025,72626,1,0.13769173574202076,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHTR,0001091667,2024-02-02,2024,66220,1,0.15101177891875567,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHTR,0001091667,2023-01-27,2023,63579,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHTR,0001091667,2022-01-28,2022,70007,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHTR,0001091667,2021-01-29,2021,71438,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHTR,0001091667,2020-01-31,2020,78164,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHTR,0001091667,2019-01-31,2019,82807,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHTR,0001091667,2018-02-02,2018,81286,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CVX,0000093410,2025-02-21,2025,81201,3,0.36945357815790447,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
CVX,0000093410,2024-02-26,2024,80318,3,0.37351527677482005,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CVX,0000093410,2023-02-23,2023,76491,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CVX,0000093410,2022-02-24,2022,74455,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CVX,0000093410,2021-02-25,2021,75964,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CVX,0000093410,2020-02-21,2020,76079,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CVX,0000093410,2019-02-22,2019,71631,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CMG,0001058090,2026-02-04,2026,36872,6,1.6272510305923196,3,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
CMG,0001058090,2025-02-05,2025,37977,6,1.5799036258788213,3,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0
CMG,0001058090,2024-02-08,2024,37423,6,1.6032920930978276,4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
CMG,0001058090,2023-02-09,2023,35711,1,0.28002576237013804,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CMG,0001058090,2022-02-11,2022,35285,1,0.28340654669122856,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CMG,0001058090,2021-02-10,2021,36305,1,0.27544415369783776,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CMG,0001058090,2020-02-05,2020,34997,1,0.2857387776095094,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CMG,0001058090,2019-02-08,2019,46508,1,0.21501677130816205,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CMG,0001058090,2018-02-08,2018,44361,1,0.2254232321183021,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CB,0000896159,2025-02-27,2025,133553,10,0.748766407343901,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CB,0000896159,2024-02-23,2024,138187,7,0.5065599513702447,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CB,0000896159,2023-02-24,2023,126658,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CB,0000896159,2022-02-24,2022,125985,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CB,0000896159,2021-02-25,2021,129788,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CB,0000896159,2020-02-27,2020,146919,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CB,0000896159,2019-02-28,2019,141213,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CB,0000896159,2018-02-23,2018,142365,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHD,0000313927,2026-02-12,2026,65266,11,1.6854104740600004,6,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CHD,0000313927,2025-02-13,2025,62986,8,1.2701235195122724,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHD,0000313927,2024-02-15,2024,62656,3,0.4788049029622063,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHD,0000313927,2023-02-16,2023,62772,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CI,0001739940,2025-02-27,2025,86540,11,1.2710885139819739,5,3,1,0,0,0,1,0,0,0,0,1,0,0,0,0
CI,0001739940,2024-02-29,2024,103740,14,1.3495276653171389,5,2,1,0,0,0,1,0,0,2,0,3,0,0,0,0
CI,0001739940,2023-02-23,2023,100781,7,0.6945753663885058,2,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0
CI,0001739940,2022-02-24,2022,103030,8,0.7764728719790351,2,0,1,0,0,0,0,0,0,3,0,2,0,0,0,0
CI,0001739940,2021-02-25,2021,104965,5,0.47634925927690186,1,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0
CI,0001739940,2020-02-27,2020,104702,2,0.19101831865675917,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
CI,0001739940,2019-02-28,2019,123866,8,0.6458592349797362,2,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CINF,0000020286,2025-02-24,2025,101046,7,0.6927537953011499,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CINF,0000020286,2024-02-26,2024,103062,3,0.2910869185538802,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CINF,0000020286,2023-02-23,2023,97992,1,0.10204914686913218,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CINF,0000020286,2022-02-24,2022,96029,1,0.10413520915556758,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CINF,0000020286,2021-02-25,2021,99856,2,0.200288415318058,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
CINF,0000020286,2020-02-25,2020,105930,2,0.18880392712168415,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
CINF,0000020286,2019-02-22,2019,101163,2,0.19770074038927277,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
CINF,0000020286,2018-02-23,2018,100053,2,0.1998940561502404,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
CTAS,0000723254,2025-07-28,2025,37044,5,1.3497462477054314,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTAS,0000723254,2024-07-25,2024,39230,2,0.5098139179199592,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTAS,0000723254,2023-07-27,2023,37249,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTAS,0000723254,2022-07-27,2022,40229,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTAS,0000723254,2021-07-28,2021,39513,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTAS,0000723254,2020-07-29,2020,42948,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTAS,0000723254,2019-07-26,2019,47682,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTAS,0000723254,2018-07-27,2018,48546,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSCO,0000858877,2025-09-03,2025,65295,13,1.990964086070909,3,1,0,0,0,0,2,0,0,3,0,0,0,2,2,0
CSCO,0000858877,2024-09-05,2024,67367,10,1.4844063116956372,6,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
CSCO,0000858877,2023-09-07,2023,64371,15,2.3302418791070516,5,3,0,0,0,0,1,0,0,5,0,0,0,0,1,0
CSCO,0000858877,2022-09-08,2022,67974,9,1.3240356606937949,2,2,0,0,0,0,0,0,0,4,0,0,0,0,1,0
CSCO,0000858877,2021-09-09,2021,67732,10,1.4764070158861393,1,2,0,0,0,0,0,0,0,7,0,0,0,0,0,0
CSCO,0000858877,2020-09-03,2020,71036,9,1.266963229911594,1,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0
CSCO,0000858877,2019-09-05,2019,69920,9,1.2871853546910756,0,2,0,0,0,0,0,0,0,6,0,0,0,0,1,0
C,0000831001,2025-02-21,2025,218530,10,0.45760307509266457,3,2,0,0,0,0,4,0,0,1,0,0,0,0,0,0
CFG,0000759944,2025-02-13,2025,94944,7,0.7372767104819683,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CFG,0000759944,2024-02-16,2024,96057,2,0.20820970881872222,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CFG,0000759944,2023-02-17,2023,94386,2,0.2118958320089844,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CFG,0000759944,2022-02-23,2022,95769,3,0.3132537668765467,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CFG,0000759944,2021-02-23,2021,101788,2,0.1964868157346642,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CFG,0000759944,2020-02-24,2020,100699,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CFG,0000759944,2019-02-21,2019,114178,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLX,0000021076,2025-08-08,2025,25085,6,2.3918676499900338,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLX,0000021076,2024-08-08,2024,26665,9,3.375210950684418,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLX,0000021076,2023-08-10,2023,25657,4,1.55902872510426,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLX,0000021076,2022-08-10,2022,25271,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLX,0000021076,2021-08-10,2021,23971,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLX,0000021076,2020-08-13,2020,25084,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLX,0000021076,2019-08-14,2019,22816,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLX,0000021076,2018-08-14,2018,20834,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CME,0001156375,2025-02-27,2025,58599,9,1.535862386730149,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CME,0001156375,2024-02-28,2024,57439,6,1.0445864308222637,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CME,0001156375,2023-02-27,2023,57201,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CME,0001156375,2022-02-25,2022,57301,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CME,0001156375,2021-02-26,2021,57969,1,0.17250599458331176,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CME,0001156375,2020-02-28,2020,59362,1,0.16845793605336748,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CME,0001156375,2019-02-28,2019,60007,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CME,0001156375,2018-03-01,2018,57516,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CMS,0000811156,2026-02-10,2026,83307,5,0.6001896599325387,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
CMS,0000811156,2025-02-11,2025,80125,4,0.49921996879875197,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
CMS,0000811156,2024-02-08,2024,77486,1,0.12905557132901427,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CMS,0000811156,2023-02-09,2023,77129,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CMS,0000811156,2022-02-10,2022,78454,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CMS,0000811156,2021-02-11,2021,81316,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CMS,0000811156,2020-02-06,2020,83000,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CMS,0000811156,2019-02-05,2019,81666,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CMS,0000811156,2018-02-14,2018,85087,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO,0000021344,2025-02-20,2025,97718,10,1.0233529134857446,7,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
KO,0000021344,2024-02-20,2024,98091,7,0.7136230642974382,4,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
KO,0000021344,2023-02-21,2023,99004,2,0.20201203991757907,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
KO,0000021344,2022-02-22,2022,100220,2,0.19956096587507482,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
KO,0000021344,2021-02-25,2021,105285,2,0.18996058317899037,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
KO,0000021344,2020-02-24,2020,109516,2,0.18262171737463018,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
KO,0000021344,2019-02-21,2019,112709,2,0.17744811860632248,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
KO,0000021344,2018-02-23,2018,111003,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTSH,0001058290,2026-02-12,2026,53113,29,5.460056859902473,3,0,0,0,0,0,0,0,0,23,0,0,0,0,3,0
CTSH,0001058290,2025-02-12,2025,53348,31,5.810902001949464,3,0,0,0,0,0,4,0,0,23,0,0,0,0,1,0
CTSH,0001058290,2024-02-14,2024,53949,24,4.44864594339098,2,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0
CTSH,0001058290,2023-02-15,2023,52613,20,3.8013418736814093,1,0,0,0,0,0,0,0,0,17,0,0,0,0,0,2
CTSH,0001058290,2022-02-16,2022,52595,9,1.7111892765472,1,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0
CTSH,0001058290,2021-02-12,2021,54898,11,2.003715982367299,1,2,0,0,0,0,0,0,0,8,0,0,0,0,0,0
COIN,0001679788,2025-02-13,2025,106867,5,0.4678712792536517,1,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0
COIN,0001679788,2024-02-15,2024,110081,6,0.5450531881069395,1,0,0,0,0,0,2,0,0,1,1,1,0,0,0,0
COIN,0001679788,2023-02-21,2023,102281,2,0.19553973856336954,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
COIN,0001679788,2022-02-25,2022,94360,3,0.317931326833404,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0
CL,0000021665,2025-02-13,2025,56013,15,2.6779497616624712,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CL,0000021665,2024-02-15,2024,57944,10,1.7258042247687424,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CL,0000021665,2023-02-16,2023,56898,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CL,0000021665,2022-02-17,2022,55434,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CL,0000021665,2021-02-18,2021,60653,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CL,0000021665,2020-02-21,2020,62850,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CL,0000021665,2019-02-21,2019,59922,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CL,0000021665,2018-02-21,2018,61907,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CL,0000021665,2018-02-15,2018,61881,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CMCSA,0001166691,2026-02-03,2026,63002,4,0.6349004793498618,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0
CMCSA,0001166691,2025-01-31,2025,60959,3,0.4921340573172132,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
CMCSA,0001166691,2024-01-31,2024,63934,3,0.46923389745675226,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
CMCSA,0001166691,2023-02-03,2023,64959,2,0.30788651303129666,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
CMCSA,0001166691,2022-02-02,2022,65709,4,0.6087446164147986,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
CMCSA,0001166691,2021-02-04,2021,68931,7,1.0155082618850735,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
CMCSA,0001166691,2020-01-30,2020,92530,15,1.621095860801902,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
CMCSA,0001166691,2019-01-31,2019,92947,16,1.7214111267711707,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0
CMCSA,0001166691,2018-01-31,2018,86099,19,2.2067619832982963,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0
CAG,0000023217,2025-07-10,2025,63098,8,1.267869029129291,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CAG,0000023217,2024-07-11,2024,60139,3,0.498844343936547,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAG,0000023217,2023-07-13,2023,61573,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAG,0000023217,2022-07-21,2022,67889,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAG,0000023217,2021-07-23,2021,69409,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAG,0000023217,2020-07-24,2020,80257,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAG,0000023217,2019-07-19,2019,69710,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAG,0000023217,2018-07-20,2018,73026,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COP,0001163165,2025-02-18,2025,88186,1,0.11339668428095162,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COP,0001163165,2024-02-15,2024,87588,1,0.11417089098963328,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COP,0001163165,2023-02-16,2023,88558,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COP,0001163165,2022-02-17,2022,102447,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COP,0001163165,2021-02-16,2021,107460,4,0.37223152801042253,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
COP,0001163165,2020-02-18,2020,108101,4,0.3700243290996383,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
